;;;;;;;;;;;;;;;;;;;;;
Base articles - Vente produits;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Classification article;;;Article;;;;;;Visible dans les outils;;Tarification;;;;;;Unité de mesure article;;;;
Catalogue;Famille;Sous-famille;Code;"Libellé court
(JDE, BL)";"Libellé commercial
(Devis, rapport, facture, OCW, UNITEC)";Statut article;Statut Stock;Article soumis à restriction client;OCW;UNITEC;Famille;Sous-famille;Code sous-Famille;"Tarif de référence
(pour unité de mesure principale)";Code de regroupement;Libellé code regroupement;Unité de mesure principale;Unité de mesure d'appro;Unité de mesure par défaut en nomenclature de pièces détachées;Conversion unité de mesure appro;Conversion unité de mesure nomenclature
CATEGORIE_ARTICLE;FAMILLE_ARTICLE;SOUS_FAMILLE_ARTICLE;CODE;LIBELLE;LIBELLE_COMMERCIAL;STATUT_ARTICLE;STATUT_STOCK;Art_sous_restriction;OCW;UNITEC;LIB_FAMILLE_TARIFAIRE;LIB_SOUS_FAMILLE_TARIFAIRE;SOUS_FAMILLE_TARIFAIRE;TARIF_REF_UM_PRIN;CODE_REGROUPEMENT;LIBELLE_REGROUPEMENT;UM_PRINCIPAL;UM_APPRO;UM_DEFAUT_BOM;CONV_UM_APPRO;CONV_UM_BOM
Catalogue produits;Premiers secours;Trousse;P0TS00;TROUSSE 1ER SECOURS INDIVIDUEL;Trousse de premiers secours individuelle;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Secours aux blessés;VP0;     29,61;; ;Unité;Unité;Unité; ; 
Catalogue produits;Premiers secours;Trousse;P0TS01;TROUSSE 1ER SEC 2-4 PERSONNES;Trousse de premiers secours pour 2 à 4 personnes;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Secours aux blessés;VP0;     40,29;; ;Unité;Unité;Unité; ; 
Catalogue produits;Premiers secours;Trousse;P0TS02;TROUSSE 1ER SEC 6-8 PERSONNES;Trousse de premiers secours pour 6 à 8 personnes;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Secours aux blessés;VP0;     90,61;; ;Unité;Unité;Unité; ; 
Catalogue produits;Premiers secours;Trousse;P0TS03;TROUSSE 1ER SEC PPMS 20-30 P;Trousse de premiers secours PPMS pour 20 à 30 personnes;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Secours aux blessés;VP0;    282,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Abris;P14317;ABRI EXTINCTEUR MOBILE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés extincteurs;VP2;   1123,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P02237;SAC DE SABLE 25 KG; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     49,83;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P04308;ABSORBANT TS 82   SAC 100L;Sac de 100L d'absorbant TS82 (10 Kg);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    163,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P09206;KIT DEPOLLU HYDROCARB 20 L;Kit dépollution hydrocarbures 20L;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    126,60;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P09207;KIT DEPOLLU HYDROCARB 48 L;Kit dépollution hydrocarbures 48L;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    195,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P09208;KIT DEPOLLUT PDTS CHIMIQUE 19L;Kit dépollution produits chimiques 19L;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    165,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P09209;KIT DEPOLLU PROD CHIM 45 L;Kit dépollution produits chimiques 45L;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    249,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P0HDN2;ABSORBANT SAC 45L VEGETAL;Sac de 40L d'absorbant PROSORB (8 Kg);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     45,31;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P0HDN3;SAC 20 BOUDINS D:8CMX1,2OM;Sac de 20 boudins absorbant Ø8 cm x 1,2 m;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    300,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P0HDN4;ABSORBANT MINERAL ATTAPULGITE;Sac de 20kg d'absorbant minéral Attalpulgite (environ 40L);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     89,02;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Absorbant;P13178;VERMICULITE SAC 100 LITRES;Vermiculite sac de 100 litres 10kg Granulométrie < 4mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    146,60;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Armoire;P03380;ARMOIRE SECURITE 90MN 250L;Armoire de sécurité 90 mn au feu - RAL 9010 blanc;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;   9255,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Armoire;P08068;ARMOIRE A SOLVANT 10L APHP;Armoire à solvants AMS 10;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;   1025,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Armoire;P0HJK8;ARMOIR AS95 SERR CARRE 6 CLE F; ;Article en fin de vie;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés extincteurs;VP2;    258,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Armoire;P13932;ARMOIRE A SOLVANTS AMS100 V2; ;Article ouvert;Article livraison directe fournisseur; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;   3237,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Armoire;P13933;ARMOIRE A SOLVANTS AMS200 V2; ;Article ouvert;Article livraison directe fournisseur; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;   3869,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Armoire;P14333;ARMOIRE INCENDIE MURALE TOLE;Armoire incendie murale - tôle - serrure clé - 59x65x32 cm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    234,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Armoire;P14334;ARMOIRE INCEND SUR PIED TOLE;Armoire incend. sur pied - tôle - serrure clé - 100x95x40 cm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    624,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bac de rétention;P03383;BAC DE RETENTION POUR ARMOIRE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    357,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bac de rétention;P03428;BAC DE RETENTION;Bac de rétention pour brûleur en tôle rouge (50x50 cm);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     84,14;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bac de rétention;P0HCQ5;BAC RET. PEHD 1310x910x380;Bac de rétention en PEHD stockage 2 fûts - 1310x845x350 mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;   1435,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bac de rétention;P0HDB8;BAC RET.AC.1240X815X350;Palette de rétention 1240x815x350;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;   1062,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bac de rétention;P14784;BAC RETENTION SOUPLE 1x1x0,25M; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    555,93;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bac à sable;P13710;BAC A SABLE + COUVERCLE TOLE;Bac à sable métal avec couvercle 100L;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    260,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bac à sable;P14047;BAC SABLE ROUGE PE SS COUVERCL; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    142,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Balisage;P07673;CONE HT:50CM FLUO ORANGE/B; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     34,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Balisage;P07674;CONE HT:30CM FLUO ORANGE/B; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     29,77;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Balisage;P09501;POTEAU ABATTANT/SOCLE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    272,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Balisage;P0D808;RUBAN BALISAGE 100M X 5CM;Ruban de balisage 100 m x 5 cm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Panneau;VS1;     38,79;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Balisage;P0HQ09;POTEAU D:60MM HT:3,2M.;Poteau à sceller (H3,2m - Ø60mm);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    213,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Batte à feu;P06048;BATTE A FEU 6 LAMES+MANCHE;Batte à feu 6 lames + manche 1,5 m;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    165,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P03045;BOITIER S.V.DORMANT 303020;Boîtier sous verre dormant 300x300x180 mm (HxLxP);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    195,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P03046;BOITIER NU S.V.DORM.454525;Boîtier sous verre dormant 450x450x250 mm (HxLxP);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    400,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P03049;BOITIER S.V.DORMANT 606030;Boîtier sous verre dormant 600x600x300 mm (HxLxP);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    470,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P03050;BOITIER S.V.DORMANT 606045;Boîtier sous verre dormant 600x600x450 mm (HxLxP);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    632,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P03056;BOITIER NU S.V.DORM.252515;Boîtier sous verre dormant 250x250x150 mm (HxLxP);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    162,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P03418;BOITE A CLEFBSVD SS MART;Boîte à clé rouge (vitre à briser + clé) sans marteau;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     69,25;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P06078;BOITE A CLE ASCENCEUR;Boîte à clé Belfort en tôle laquée rouge;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     92,56;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P0HU83;BOITE A CLE ASCENSEURRM; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    108,10;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Boîtes et coffrets de sécurité;P14129;BOITE A CLEFS PLASTIQUE CARRE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     21,64;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bride;P07695;BRIDE SIMPLE D.60+VISSERIE;Kit fixation 1 panneau (brides simples Ø60 + visserie);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     67,96;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Bride;P0HQ07;BRIDE DOUBLE D:60+VISSERIE;Kit fixation 2 panneaux R/V (brides doubles Ø60 + visserie);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    109,70;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Cadenas pompier;P0H095;CADENAS POMPIER TRIANGL-14; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     64,07;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Cadenas pompier;P0HFM7;CADENAS POMPIER TRIANGLE DE 11; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     94,12;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Capot/Couvercle;P14048;COUVERCLE BAC A SABLE ROUGE PE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     61,09;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Cendrier / Corbeille;P01227;CORBEILLE ANTI-FEU 50L.; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    286,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Chaîne;P02646;LOT 25 METRES CHAINE RG/BL; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Divers Signalétique;VS5;    140,90;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Chaîne;P0H866;CHAINETTE SUSPENSION AU M.;Chaînette de suspension au mètre;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Divers Signalétique;VS5;     11,77;; ;Mètres;Mètres;Mètres; ; 
Catalogue produits;Protection et stockage;Chaîne;P0HB47;CHAINE BL/VERT D6 SAC 25M.; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     93,84;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Chaîne;P0V709;KIT SUSPENSION CRYSTALWAY;Kit suspension CRISTALWAY;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés Blocs;VP6;    195,80;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Chaîne;P0V793;KIT SUSPENSION CRYSTALWAY 6M;Kit de suspension compatible Crystalway longueur 6 mètres;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés Blocs;VP6;    591,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Coffret;P03024;COFFRET POUR LIVRET A3;Coffret L340xH409xP200 pour registre au format A3;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Registre;VS4;    243,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Coffret;P0HU67;COFFRET POUR REGISTR+CLASS;Coffret L320xH380xP65 pour registre au format A4;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Registre;VS4;    117,90;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Coffret;P13971;COFFRET REGISTRE SECURITE-S;Coffret fin pour registre de sécurité format cahier A4;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Registre;VS4;     75,27;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Echelle;P0H141;ECHELLE SEC.CROCH.1,8X2,9M;Echelle télescopique H 2,9 m + crochets de maintien;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Secours aux blessés;VP0;    681,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Gondole;P01688;GONDOLE A SOLVANTS L 1270;Gondole à solvants grand modèle - RAL 1013 beige;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;   2062,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Gondole;P02358;GONDOLE A SOLVANTS L1000;Gondole à solvants petit modèle - RAL 1013 beige;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;   2600,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Gondole;P02395;GONDOLE SOLVANTS L1270 RAL;Gondole à solvants grand modèle - RAL 908 M6 gris;Article en fin de vie;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;   2062,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Gondole;P02396;GONDOLE SOLVANTS L1000 RAL;Gondole à solvants petit modèle - RAL 908 M6 gris;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;   1774,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Gondole;P02397;GONDOLE PETROLE FUT25L RAL;Gondole à pétrole lampant - RAL 1013 beige;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;   2915,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Gondole;P02782;GOND.SOLV.1000 VIDE RAL908; ;Article en fin de vie;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Armoires solvants;VP3;    730,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Hâche;P01638;HACHE A PIC ET TRANCHANT;Hache incendie à pic et tranchant;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    191,20;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Hâche;P05988;HACHETTE A PIC & TRANCHANT;Hachette incendie à pic et tranchant;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    127,60;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Obturateur;P09210;OBTURATEUR  PLAQUE D'EGOUT;Obturateur de plaque d'égout (70x70 cm);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    795,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Obturateur;P0HQ08;OBTURATEUR PLASTIQUE D:60;Cache plastique pour poteau Ø60mm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;      8,15;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Palette à pétrole;P0HEF6;PALETTE A PETROLE LAMPANT; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;  11533,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Pelle;P01836;PELLE CARREE EMC-BORDS REL;Pelle à rebord pour absorbant - manche en bois de 1 m;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     55,66;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Pelle;P04318;PELLE SABLE MANCHE DROIT;Pelle de projection - manche droit en bois rouge de 1 m;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     59,54;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Pelle;P04328;PELLE SABLE MANCHE POIGNEE;Pelle de projection - manche poignée en bois rouge de 0,85m;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     94,49;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Pelle;P0H478;PELLE INC.+POIGNEE(COURTE);Pelle de projection - manche poignée en bois rouge de 0,70m;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     56,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Pelle;P0HKE3;PELLE PLAST.MANCHE TELESC.;Pelle de projection - manche alu. réglable de 48 à 71,5 cm;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     32,37;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Pelle;P14049;PELLE NOIRE PE POUR BAC PE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     42,65;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Protection;P0H560;MADRIER CAOUTCHOUC PT-MOD.;Madrier de franchissement en caoutchouc 865x307;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    446,50;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Protection;P0H561;MADRIER CAOUTCHOUC GR-MOD.;Madrier de franchissement en caoutchouc 1016x300;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    481,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Protection;P0HDQ7;TRIANGLE DE SIGNALISATION;Triangle de présignalisation européen;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente signalétique;Divers Signalétique;VS5;     15,38;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Protection;P0HFD0;EPINGLE PROT.HT:1300 SCEL.;Epingle de protection à sceller - hauteur 1,30 m;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;    283,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Seau;P01648;SEAU FOND BOMBE;Seau incendie à fond rond avec support;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     97,72;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Support;P01698;SUPPORT POUR PELLE/HACHE;Support mural pour pelle/hache;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;      9,32;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Support;P01708;SUPPORT DE SEAU INCENDIE;Support mural pour seau;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Ventes Divers;VP1;     12,95;; ;Unité;Unité;Unité; ; 
Catalogue produits;Protection et stockage;Support;P0HR24;SUPPORT D'ECHELLE+VERROU;Support mural + verrou pour échelle;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Secours aux blessés;VP0;    134,80;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Armoire;P05408;COF.AS300 PROF.550 + FOND.;Armoire PIA AS 300 (L970 x H1520 x P580 mm);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;   1905,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Armoire;P09519;HABILLAGE RIA PE; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    855,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Armoire;P09522;HABILLAGE RIA DN33;Habillage RIA DN33 en tôle RAL 9010 blanc;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    883,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Armoire;P14387;ARMOIRE RIA PO AVEC FOND 2024;Armoire RIA PO (L855 x H1570 x P575 mm);Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;   2111,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Housse;P03546;HOUSSE RIA DN19;Housse pour RIA DN19;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    148,60;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Housse;P03547;HOUSSE RIA DN25;Housse pour RIA DN25;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    153,30;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Housse;P0CC00;COUVERTURE CHAUFFANTE RIA;Couverture chauffante RIA;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;   1154,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Housse;P0HHR8;HOUSSE RIA COMPACT 360;Housse pour RIA TOP 360° DN25 / DN33;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    417,00;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Housse;P0HJ88;HOUSSE RIA DN33;Housse pour RIA DN33;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;    195,80;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Kit hivernage;P04873;KIT HIVERNAGE RIA CPT DN25; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente produits divers;Produits associés RIA;VP5;     11,40;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;Kit hivernage;P04874;KIT HIVERNAGE RIA CPT DN33; ;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vérification Bloc RIA;Pièces déta. RIA;MB5;     13,91;; ;Unité;Unité;Unité; ; 
Catalogue produits;RIA & PIA;PIA;P02183;PIA TOP PPE 33-30 MF;PIA moyen foisonnement DN33-30;Article ouvert;Article stocké Pierrelaye; ;Oui;Oui;Vente Bloc RIA;RIA;VB3;   3527,00;; ;Unité;Unité;Unité; ; 
